pdbid,pKd,vina,vinardo,hac,buried_sasa_C,buried_sasa_N,buried_sasa_O,buried_sasa_S,buried_sasa_X,buried_sasa_total,buried_unsatisfied_acceptors,buried_unsatisfied_donors,clogp,contact_C_0_2,contact_C_2_4,contact_C_4_6,contact_C_6_8,contact_N_0_2,contact_N_2_4,contact_N_4_6,contact_N_6_8,contact_O_0_2,contact_O_2_4,contact_O_4_6,contact_O_6_8,contact_S_0_2,contact_S_2_4,contact_S_4_6,contact_S_6_8,contact_X_0_2,contact_X_2_4,contact_X_4_6,contact_X_6_8,fraction_csp3,hba,hbd,hbond_count,mw,n_acceptors,n_donors,polar_satisfaction_fraction,ring_count,rotatable_bonds,tpsa,vina_gauss1,vina_gauss2,vina_hbond,vina_hydrophobic,vina_repulsion
4eo8,8.15,-7.356,-6.226,27,394.2236593821417,0.0,62.0454858918343,35.90848243057227,16.37905421036268,508.556681914911,2,1,4.479800000000004,0,35,400,971,0,0,12,66,2,16,51,111,0,4,14,44,2,9,20,36,0.6190476190476191,4,1,2,390.5490000000002,4,1,0.4,2,4,60.85000000000001,87.86610135238949,1326.2259240481578,1.8765929503857173,127.00299304987122,5.561741521127212
3gnw,9.1,-9.648,-5.846,44,543.7375748436526,7.190821850524032,115.9320010634662,0.36771183267797625,70.73396311827551,737.962072708596,1,1,6.683620000000007,0,91,662,1747,0,3,33,139,0,43,106,222,0,4,22,50,2,14,109,355,0.23529411764705882,7,2,6,613.7110000000002,6,2,0.75,6,5,108.83000000000001,157.69104853802176,2704.563822409927,3.28184312339592,163.5300286174877,7.822264779074555
1gpk,5.37,-10.129,-7.91,18,351.1614963207068,30.81452789590395,46.57918565554279,0.0,16.94080034682804,445.4960102189816,0,0,1.9975,0,53,488,1025,0,11,56,157,1,9,40,68,0,0,0,0,0,17,80,227,0.4,2,2,4,242.32199999999997,2,2,1.0,3,0,58.879999999999995,102.56218725412815,1629.8792592128507,1.1596727322888696,132.99045654474696,3.630964366619591
1gpn,6.48,-10.014,-7.115,19,363.0655880630009,20.863708211275146,45.83342262554645,0.0,10.134078609169528,439.896797508992,1,1,2.0921000000000003,0,69,496,1086,0,11,50,158,1,8,38,67,0,0,0,0,0,11,55,146,0.5625,2,2,2,256.349,2,2,0.5,4,0,44.89,112.0791775430645,1611.6990087950305,0.697211863235699,145.8173638125702,5.311260366905234
1h23,8.35,-9.667,-7.941,36,599.9851557232498,20.439036584196877,84.64154954108511,0.0,19.425162827100706,724.4909046756324,2,3,5.598400000000005,0,86,747,1706,0,14,96,241,2,18,65,140,0,0,0,0,0,19,92,246,0.6666666666666666,4,4,3,494.72400000000056,4,4,0.375,4,15,89.78,175.0302605459163,2546.513726725252,2.1296106195999425,255.30832457487972,7.343755275022344
1h22,9.1,-9.714,-7.802,34,573.346136541591,25.05167096719411,86.67696445415231,0.0,18.470351744637874,703.5451237075753,2,3,4.818200000000004,0,87,705,1623,0,13,108,243,2,18,67,138,0,0,0,0,0,20,98,227,0.6428571428571429,4,4,3,466.67000000000047,4,4,0.375,4,13,89.78,169.87975820380382,2448.0959389506993,1.9972489078201754,241.1828217337441,6.985418380084186
1e66,9.89,-11.687,-9.069,21,384.5792522553033,36.40680592332902,0.0,0.0,90.86091174200847,511.8469699206408,1,1,4.856500000000003,0,93,538,1184,0,9,64,122,0,0,0,0,0,0,0,0,0,14,95,201,0.3888888888888889,2,1,0,298.817,1,1,0.0,4,1,38.91,156.73961452487396,1679.8649796837813,0.0,224.40705062000677,6.707739497043151
2wbg,4.45,-7.177,-5.317,22,297.476022152327,5.223852796645178,123.07633558154177,0.0,43.33894509231126,469.1151556228252,3,0,-0.1816000000000002,0,83,363,814,0,8,52,146,3,54,162,356,0,0,0,0,4,45,155,285,0.9333333333333333,6,4,7,316.39800000000014,6,4,0.7,2,7,105.75,169.40351386010244,1779.0894886583608,6.360797263550593,133.02080495172203,11.317018209790207
2cbv,5.48,-6.515,-5.652,12,115.28852527244379,14.229718616945188,128.3890482514411,0.0,48.63363576435362,306.5409279051837,2,0,-2.4766999999999997,0,46,268,464,0,11,34,79,3,47,142,272,0,0,0,0,3,54,172,364,1.0,5,5,8,175.184,5,5,0.8,2,0,92.95,113.76705114590794,1354.401794977986,7.986931659158001,60.41681184806977,10.146857377427363
2j78,6.42,-5.709,-5.347,13,102.97403741510384,26.00015895012487,149.95131962166545,0.0,55.53900097135175,334.4645169582459,3,0,-3.1790999999999996,0,51,219,409,0,12,68,158,3,52,169,345,0,0,0,0,3,58,202,415,0.8333333333333334,6,6,9,192.171,6,6,0.75,1,1,125.54000000000002,130.2151136129727,1482.680514188189,7.694381419287426,67.78828108246702,10.137520095976916
2j7h,7.19,-5.731,-5.445,10,128.81462467019648,25.28976115038756,94.61028154816707,0.0,46.79080797302773,295.50547534177883,3,0,-2.823099999999999,0,40,204,322,0,14,72,145,2,32,97,208,0,0,0,0,2,44,156,366,1.0,5,5,7,148.16200000000003,5,5,0.7,1,1,84.75,102.18743654899367,1163.8479748583886,6.408450005575329,61.29109453238184,7.607009064553349
2cet,8.02,-8.645,-7.087,22,281.39909258714175,3.7109408829991977,123.79805258469335,0.0,35.21274031636393,444.1208263711982,1,0,-0.6103999999999998,0,75,411,1032,0,10,66,157,4,49,136,282,0,0,0,0,4,48,178,357,0.4375,4,5,8,305.354,4,5,0.8888888888888888,3,4,100.59,155.66594895125954,1988.1696877733584,8.30027850943742,124.66013360702387,13.84123911903159
3udh,2.85,-7.114,-5.856,14,251.32509557613895,30.921759711361236,19.084327031872114,0.0,24.002686145680453,325.3338684650527,2,0,0.8697999999999998,0,36,294,644,0,13,56,102,0,2,21,57,0,0,0,0,2,17,56,91,0.36363636363636365,2,2,2,188.23000000000002,2,2,0.5,3,0,41.13,71.84216947018557,1015.8926156605793,2.5888707291801847,90.97384953053626,5.077093665810723
3rsx,4.41,-6.897,-5.807,16,251.4312047250283,52.935644137148046,0.0,52.91129988382255,22.74268404048219,380.0208327864811,1,0,3.5455000000000014,0,34,312,696,0,14,51,103,0,0,0,0,0,8,45,52,1,24,60,90,0.0,3,1,1,226.304,1,1,0.5,3,1,38.91,81.53885689579191,1083.4527346055543,1.8017682270253794,95.36701296562114,3.9496087009242054
2vkm,8.74,-10.415,-8.255,47,746.695754894943,3.1493941931604628,134.61333387371974,0.22532402871457194,27.83161907273049,912.5154260632681,2,0,4.073800000000003,0,160,1057,2061,0,17,124,203,1,56,154,327,0,4,32,51,1,33,104,255,0.2777777777777778,7,4,9,658.821,7,4,0.8181818181818182,4,15,137.07000000000002,280.97659270923185,3320.7374120036256,3.7374536716644133,306.01976451590025,13.754454275708317
4gid,10.77,-10.805,-8.975,47,755.7000137279763,11.95004753189394,148.95682752802747,0.4457986668876464,9.911713055367134,926.9644005101525,2,1,3.025700000000003,0,156,1098,2085,0,21,152,272,1,52,136,330,0,2,35,54,1,28,126,291,0.4,7,5,9,665.8570000000001,7,5,0.75,3,16,156.94,279.557632385086,3473.1070026101966,5.040976258142956,304.0842394160557,12.532705440618328
4jfs,5.27,-5.665,-4.184,17,257.28000957841584,1.6959126497183192,62.854774660676206,0.0,20.278626728032037,342.10932361684235,2,0,0.7919999999999999,0,58,347,715,0,4,38,57,2,21,82,174,0,0,0,0,1,20,72,146,0.5384615384615384,4,2,4,237.299,4,2,0.6666666666666666,2,2,52.93,97.60253483648712,1247.3667177546379,2.928586217279034,86.84717013718381,6.088283264206109
4j28,5.7,-5.832,-4.312,17,196.61395539378105,31.70161090664207,59.584763548446006,0.0,40.16660469709937,328.0669345459685,2,1,0.3174999999999997,0,52,284,544,0,14,77,157,2,21,69,139,0,0,0,0,2,33,139,245,0.4166666666666667,4,4,5,233.27100000000002,4,4,0.625,3,1,81.17,106.25959168909161,1245.2110228750514,3.5074152751120327,87.93357562798715,8.275466996786413
2wvt,6.12,-5.007,-4.563,13,115.91391627399364,4.474085210912739,140.42929236416342,0.0,57.86914671119218,318.68644056026204,2,1,-4.632099999999996,0,48,241,444,0,8,36,56,4,44,152,325,0,0,0,0,4,76,214,471,1.0,5,6,8,194.207,5,6,0.7272727272727273,1,2,117.76,118.96172203277632,1454.6976598152942,6.861425492431183,65.44615304993042,13.658654263016983
2xii,7.2,-9.022,-6.406,28,347.46135604859194,7.94078497898147,108.5117789329799,0.0,32.389271990936564,496.3031919514899,2,1,0.07079999999999925,0,98,543,1129,0,16,54,121,4,36,152,278,0,0,0,0,6,54,141,331,0.3333333333333333,6,5,8,382.416,6,5,0.7272727272727273,4,3,118.89000000000001,169.31562036302907,2105.2301090519245,5.991764957040979,129.6249728282633,16.087411081070307
4pcs,7.85,-7.214,-6.242,16,225.16108999321938,12.187462316654209,61.66674856415867,0.0,26.30094792053175,325.31624879456405,1,0,0.1202000000000002,0,50,317,643,0,8,36,59,2,22,72,139,0,0,0,0,1,26,108,202,0.38461538461538464,3,3,5,217.268,3,3,0.8333333333333334,2,0,52.489999999999995,101.96963180548642,1196.8144984474047,3.791915971304943,91.28668461670881,4.901464918461861
3rr4,4.55,-7.501,-5.231,18,254.6342531765797,62.55935140094433,41.08358124264333,0.0,45.1435185450252,403.42070436519253,1,0,0.8827999999999994,0,71,308,644,0,36,177,353,2,11,32,73,0,0,0,0,4,30,129,223,0.18181818181818182,5,4,6,244.258,3,4,0.8571428571428571,3,2,98.49,130.68176060681867,1477.3545101736856,4.862661838728244,110.34400600598963,11.570346433397468
1s38,5.15,-7.773,-6.634,13,216.69072396598216,62.874517209564914,40.061433336506276,0.0,25.384081554483277,345.0107560665366,1,0,0.81372,0,42,315,575,0,26,111,222,1,12,37,69,0,0,0,0,2,26,110,219,0.1111111111111111,3,2,3,175.191,2,2,0.75,2,0,71.77000000000001,102.22308695707626,1263.8665101893,3.180241150850711,100.49045999006806,5.801707545242055
1r5y,6.46,-6.131,-4.722,13,140.17985815287648,112.49510057630451,34.34083806294534,0.0,52.97668463598414,339.9924814281104,2,0,0.4998000000000001,0,54,246,495,0,33,134,260,0,12,34,69,0,0,0,0,4,43,175,323,0.0,5,3,4,176.17900000000003,3,3,0.6666666666666666,2,0,98.05,116.71876735520877,1306.5492808613697,4.586200207067467,89.597343161975,9.927962573330765
3gc5,7.26,-8.303,-6.467,20,217.903834586853,128.17026602747194,39.64419267725838,0.0,61.180567952329504,446.8988612439129,3,1,-0.0754999999999999,0,67,366,737,0,45,212,447,2,11,33,73,0,0,0,0,4,42,230,443,0.25,6,5,5,273.3,4,5,0.5555555555555556,3,3,138.5,149.53779695106,1905.0977783694689,5.2238541669358955,125.0336336634569,10.827035965814055
3ge7,8.7,-9.426,-7.28,26,389.8138479045186,97.4911503587082,38.60504204071117,0.0,57.47166701621662,583.3817073201546,3,0,1.7455999999999994,0,95,499,1124,0,51,192,423,1,11,35,69,0,0,0,0,4,43,193,343,0.5,6,5,6,355.446,4,5,0.6666666666666666,4,6,124.50999999999999,183.06067880147492,2206.0285447550577,5.934468337150768,158.28029301025256,12.855098250217566
4dli,5.62,-8.804,-6.302,21,432.8243180734061,44.484879362612325,0.0,0.0,17.080384502293853,494.38958193831223,2,1,3.4533000000000014,0,63,539,1036,0,13,112,245,0,0,0,0,0,0,0,0,1,16,79,144,0.17647058823529413,4,2,1,276.343,2,2,0.25,4,3,63.83,116.75719266477475,1626.6786114352194,0.5536655224444345,181.61331745520937,5.998569763652383
2zb1,6.32,-10.52,-8.76,26,516.2042335780266,60.348916319697366,36.5585051259222,0.0,2.8206535002616038,615.9323085239077,1,1,4.1602400000000035,0,60,597,1290,0,16,81,181,0,9,52,127,0,0,0,0,0,9,10,74,0.2857142857142857,4,1,3,347.4180000000001,4,1,0.6,4,5,68.02000000000001,122.38334517911986,1848.6407381181843,2.043194631203641,173.74857741855064,5.10131782481921
4f9w,6.94,-10.246,-8.091,25,436.89795887251427,50.36574333004219,0.0,0.0,0.0,487.2637022025564,1,0,4.424800000000003,0,72,543,1238,1,20,59,180,0,0,0,0,0,0,0,0,0,0,0,0,0.09523809523809523,4,0,2,326.4030000000001,3,0,0.6666666666666666,4,3,41.910000000000004,119.4261345742948,1567.9676920745255,1.8399322541712841,161.88318687836804,5.383953803089992
3e92,8.0,-12.588,-11.732,26,530.9394710090285,58.435535915750314,35.134880397870596,0.0,4.031425057681462,628.5413123803307,1,0,4.221060000000003,0,83,605,1284,1,24,92,152,1,13,58,107,0,0,0,0,0,9,20,62,0.2857142857142857,4,1,4,347.41800000000006,4,1,0.8,4,4,68.02,159.49983114115844,1828.2584731112088,3.660024961709104,200.27355698468656,6.792034190153197
3e93,8.85,-13.334,-10.333,37,615.530438990001,34.61018234424299,61.6654105954802,0.0,7.6709709596781135,719.4770028894021,2,1,5.359120000000005,0,81,755,1754,1,17,82,203,2,20,88,162,0,0,0,0,1,7,28,90,0.3333333333333333,6,2,4,496.6110000000003,5,2,0.5714285714285714,6,5,79.63000000000001,165.9493687765857,2445.9167465710725,2.681162947337485,238.99030155858753,8.129771065008965
4owm,2.96,-6.898,-5.344,22,56.345966782454425,0.0,332.34708750549294,0.0,100.88619379522748,489.5792480831749,5,3,-2.2313,0,6,155,386,0,0,0,0,6,114,456,935,0,0,0,0,3,100,301,632,1.0,9,7,13,390.06700000000006,14,7,0.6190476190476191,1,7,229.73999999999995,136.7681756686548,2158.5126406335326,9.571554540486545,16.284568244955953,14.289966175633603
3r88,4.82,-7.223,-5.571,22,61.3584108370535,0.0,346.2112907630661,0.0,83.96549745981223,491.5351990599317,4,4,-2.2313,0,6,152,379,0,0,0,0,5,121,445,905,0,0,0,0,5,91,319,648,1.0,9,7,13,390.06700000000006,14,7,0.6190476190476191,1,7,229.73999999999995,139.3787848693383,2164.3557247214862,9.064689540092909,16.246654819262304,15.722284249471397
4gkm,5.17,-6.702,-4.855,22,64.64204844227714,0.0,325.63572451793897,0.0,83.50930681326044,473.78707977347653,5,3,-2.2313,0,7,153,359,0,0,0,0,4,105,437,886,0,0,0,0,4,80,302,603,1.0,9,7,13,390.06700000000006,14,7,0.6190476190476191,1,7,229.73999999999995,125.62953466788319,2083.7649617963352,8.657592495250322,15.662865621348821,12.846657796539937
3qqs,5.82,-7.136,-5.445,22,64.98764609513339,0.0,340.6283898714708,0.0,77.3453299400566,482.9613659066608,5,3,-2.2313,0,7,151,360,0,0,0,0,4,121,448,905,0,0,0,0,8,96,330,642,1.0,9,7,13,390.06700000000006,14,7,0.6190476190476191,1,7,229.73999999999995,142.31165126058022,2155.2686367221095,8.270499562476394,15.014762064623376,14.582681243124743
3gv9,2.12,-1.301,-0.192,12,129.36526946774828,0.0,55.69777221980148,45.43751047497621,13.635987148457462,244.13653931098344,2,2,1.4046999999999998,0,25,160,302,0,1,18,39,1,9,56,105,0,8,25,47,0,4,28,72,0.14285714285714285,3,2,1,185.20399999999998,3,2,0.2,1,2,66.4,48.19085889441285,649.5274874953391,0.676121227753339,48.96174797804104,5.413834892858476
3gr2,2.52,-3.78,-3.052,14,148.35414331907006,104.40428068272652,20.977631904714492,0.0,16.089154216630096,289.8252101231411,3,2,-0.4504800000000004,0,15,153,357,2,28,133,264,0,3,11,60,0,0,0,0,2,13,48,97,0.42857142857142855,4,2,1,194.19800000000004,4,2,0.16666666666666666,2,2,92.25,57.74446927125289,863.966918083235,0.9103782421293553,35.92595289989171,5.169965074132208
4kz6,3.1,-4.976,-3.896,15,196.20015758243272,0.0,79.63652190284952,53.81974271202815,27.508810071249712,357.16523226856,1,0,1.1605,0,31,255,583,0,2,23,69,2,23,95,200,0,2,29,54,1,15,61,138,0.8,3,2,4,231.31699999999998,4,1,0.8,1,3,57.61,69.55671311225638,1170.0817080047682,4.199798270427098,49.33295393521068,4.369323372102999
4jxs,4.74,-6.598,-5.62,22,189.40405176667468,7.018410288885214,170.05876589965942,38.703162225471864,33.552886218469496,438.7372763991607,2,2,1.6230000000000002,0,45,338,698,0,3,37,53,4,55,172,334,0,6,63,125,2,30,81,168,0.07692307692307693,5,3,6,341.36600000000004,7,3,0.6,2,6,120.77,116.13299599974097,1597.6646675820675,5.927840965933342,82.037852073234,9.052574133176844
2hb1,3.8,-5.315,-3.608,14,97.38303863146822,0.0,132.89190652668609,30.17152629476974,112.82660376299803,373.27307521592206,1,2,1.6722000000000001,0,36,243,431,0,0,0,0,2,47,204,368,0,4,19,45,2,36,106,226,0.14285714285714285,4,2,4,281.08299999999997,5,2,0.5714285714285714,1,4,83.83000000000001,98.53320226960236,1248.0794516278331,2.932177800989034,86.7191304329644,7.341703309799671
1bzc,4.92,-8.154,-7.058,29,201.2769875825643,18.64472818636278,185.08669985185708,0.0,76.90675444652304,481.91517006730743,3,2,1.5152999999999992,0,69,435,728,0,7,39,46,5,63,194,349,0,0,0,0,3,80,292,477,0.23529411764705882,4,5,7,430.3000000000003,7,5,0.5833333333333334,2,8,167.01999999999998,175.63103082313347,1951.8771829926138,6.952187358603707,157.01118171838618,14.604602254674068
2qbr,6.33,-7.18,-5.17,28,296.2598075238122,0.5208933941848626,129.80415947611732,23.177210194290634,99.91207016920599,549.6741407576109,1,2,4.951300000000003,0,49,498,928,0,2,12,34,1,50,191,363,0,4,19,47,2,34,102,254,0.1,5,3,5,462.3210000000002,5,3,0.625,3,8,95.86,130.214256478199,1877.358285329684,3.059636228092091,140.8356180980836,8.951748312755079
2qbq,7.44,-7.696,-5.351,31,311.207478883991,1.1626976276807506,128.90903497840725,25.302507962385036,99.13033320059391,565.712052653058,1,3,6.356000000000005,0,58,490,1067,0,3,10,39,1,52,192,358,0,4,20,47,3,45,117,260,0.4782608695652174,5,3,4,510.4500000000004,5,3,0.5,3,7,95.86,139.1847239771349,2010.5041419522584,2.9429040222700493,134.37991156922268,8.271223194647133
2qbp,8.4,-8.298,-5.437,37,379.09647733123114,2.0874392723085773,186.8152837363503,27.446491462516153,100.38826750803773,695.833959310444,3,3,4.745500000000004,0,63,582,1215,0,4,41,78,0,62,243,461,0,5,44,97,3,44,118,274,0.28,7,3,5,609.5200000000002,8,3,0.45454545454545453,4,10,133.23999999999998,168.23345606582657,2445.780089565514,2.6495827294601675,156.16684399551326,7.992972392429641
1q8t,4.76,-6.447,-4.127,18,367.1336105594759,52.050814391730086,23.98347120128934,0.0,19.891426804384892,463.0593229568802,2,1,2.1737,0,31,359,1007,1,12,68,226,0,4,16,77,0,0,0,0,0,4,66,206,0.5714285714285714,3,2,2,247.34200000000004,3,2,0.4,2,3,68.01,67.42877317165848,1544.312372244782,1.5731886994409403,95.13094221820653,4.008619500884886
1ydr,5.52,-7.561,-4.116,20,360.9589097217229,30.59232994665465,49.24070396617638,0.0,8.83288794028188,449.62483157483587,4,0,1.2171999999999998,0,37,354,992,1,11,71,208,0,11,49,125,0,0,25,60,0,2,24,67,0.35714285714285715,4,1,2,291.37600000000003,5,1,0.3333333333333333,3,2,62.300000000000004,84.01393383849616,1523.6684803376606,0.9296194575239536,107.60374755298852,5.429835330744692
1q8u,5.96,-6.271,-3.564,22,330.43626445540843,39.733159450597185,45.769598349744285,0.7446786144965337,95.71764428878814,512.4013451590346,4,1,1.9157199999999999,0,36,340,964,1,11,69,194,0,9,41,127,0,0,22,60,0,10,94,301,0.4375,4,1,1,319.42999999999995,5,1,0.16666666666666666,3,2,62.300000000000004,90.92849951713427,1717.4957532990866,0.7004236089055078,107.28241796941414,4.94759678535526
1ydt,7.32,-8.341,-5.745,27,426.0789098005363,44.63129953680877,38.08076561563039,1.5619276919942418,108.2284940116955,618.581396656665,4,1,3.5786000000000024,0,63,534,1336,1,15,80,216,0,9,43,127,0,2,28,65,1,19,91,186,0.15,4,2,2,446.3700000000001,5,2,0.2857142857142857,3,8,71.09,135.06674681861566,2077.138513273118,1.918502410467013,164.53961810482215,7.455277502743952
3fcq,2.77,-4.983,-4.117,14,235.16438309971124,0.0,90.64148702407937,0.0,16.53093759955352,342.3368077233442,1,0,1.61852,0,47,289,575,0,0,0,0,2,37,120,259,0,0,0,0,3,13,24,67,0.2,3,1,4,194.18599999999995,4,1,0.8,1,2,63.60000000000001,92.13011411883394,1028.272443221959,2.400804327209884,66.78973052666667,8.273683023115282
1z9g,5.64,-4.81,-3.59,17,264.0291590788724,0.16657888744015661,57.956702657554246,57.01342222952728,19.74989627741761,398.91575913081164,1,1,1.1183999999999998,0,51,348,769,0,3,34,48,1,21,52,132,0,10,32,58,1,24,61,145,0.3333333333333333,3,3,4,253.32299999999998,4,2,0.6666666666666666,1,6,66.4,96.70073664978824,1298.6835940712162,2.8094208045839713,85.66120205649011,7.088587128628564
1qf1,7.32,-7.087,-6.016,26,369.80066806169054,2.2966174290399577,68.20927425722259,57.611911959848996,31.091473475030106,529.0099451828321,1,1,2.1818999999999993,0,75,550,1109,0,14,59,101,3,34,79,199,0,10,37,58,2,29,110,206,0.5263157894736842,4,4,6,380.51000000000016,5,3,0.75,1,11,95.50000000000001,151.83864150854708,1921.8661722490542,5.234124664163809,135.56343427417195,11.087795340654852
5tmn,8.04,-7.121,-5.659,32,371.9813734009755,8.841162585286405,130.83646410879908,0.0,24.2302991159034,535.8892992109644,4,2,2.6755000000000004,0,52,433,974,0,14,95,135,2,49,152,339,0,0,0,0,1,41,168,309,0.5714285714285714,5,5,7,471.49100000000027,8,5,0.5384615384615384,1,13,154.05999999999997,132.53410677938973,2004.4202385449626,4.073340258554868,101.80516395783673,6.634136180824655
4tmn,10.17,-8.229,-6.826,36,449.78328842303966,4.416691161644563,143.03227093824046,0.0,17.21997040092455,614.4522209238493,3,1,3.260600000000001,0,76,597,1249,0,15,93,144,5,59,170,367,0,0,0,0,1,46,144,311,0.4,5,5,9,519.5350000000002,8,5,0.6923076923076923,2,13,154.05999999999997,175.3842492457012,2370.19909815326,6.303796584089518,143.32574475462962,10.994871075546124
4ddk,2.29,-6.052,-4.029,12,206.96173270616111,0.0,91.1163057214932,0.0,7.292364352937552,305.37040278059186,1,1,1.1135,0,33,323,599,0,0,0,0,0,26,136,282,0,0,0,0,1,8,33,75,0.125,3,1,3,166.132,4,1,0.6,2,1,55.760000000000005,77.13124592195862,1110.0624544641692,0.9759725727475972,82.67308076952445,2.6062109391763024
4ddh,3.32,-6.132,-4.124,15,259.9060582051143,0.0,102.34404584501976,0.0,16.725326691023202,378.9754307411572,1,1,2.0685000000000002,0,54,438,780,0,0,0,0,2,38,138,268,0,0,0,0,2,17,30,68,0.18181818181818182,3,1,3,206.19699999999997,4,1,0.6,2,3,59.67,96.83467834663855,1329.3897168392998,2.7284355830318763,88.68423438146561,8.13155398649665
3ivg,4.3,-8.281,-4.995,29,467.99063629872165,11.140254559012172,146.1470944636777,0.17897666766191928,9.289106353559685,634.746068342633,2,2,2.9592,0,80,677,1310,0,5,57,119,1,37,173,322,0,5,23,57,1,9,47,120,0.15,5,2,5,414.43900000000025,7,2,0.5555555555555556,4,7,110.77000000000001,150.34594866347342,2242.294959526028,1.5293756985959475,166.14418757000846,9.089079084998255
3coz,5.57,-9.737,-7.152,30,280.18875990144545,128.5670536490239,143.95766687645514,2.3318032816517182,62.038483591006305,617.0837672995826,6,2,-2.611399999999997,0,56,480,988,1,41,241,481,2,50,158,424,0,4,27,49,2,72,198,430,0.6,12,5,8,445.4580000000002,11,5,0.5,3,7,217.79999999999998,189.155805300245,2637.063488090616,5.997641574125571,112.22912858181007,8.926830040462264
3coy,6.02,-10.388,-7.545,31,310.29761026095423,126.00753753835917,139.81954315902246,2.189716337227837,54.52899712364636,632.8434044192098,6,2,-2.221299999999996,0,62,502,1058,1,42,233,479,2,48,165,427,0,4,28,47,2,70,200,424,0.625,12,5,8,459.4850000000002,11,5,0.5,3,6,217.79999999999998,194.9168398257553,2704.0128107750766,6.068959128245449,123.49546501780952,9.634384852685123
3pxf,4.43,-5.901,-4.962,21,272.7215904857947,2.334247781856439,67.814453479501,0.5624974703624372,12.506921139924964,355.93971035743954,1,2,3.8301000000000034,0,26,205,665,0,1,13,39,1,13,42,94,0,3,16,31,0,9,28,68,0.0,3,2,2,299.35100000000006,3,2,0.4,3,3,66.4,63.86656118573856,921.0164658302002,1.4587516471279167,82.4809555716675,2.799522230922692
4eor,6.3,-8.671,-5.698,28,377.7426765652681,79.35162984845553,54.8155440201087,0.747270396574576,35.90823285646,548.565353686867,5,0,2.7029999999999994,0,49,479,1063,0,22,167,375,0,12,60,167,0,3,24,38,2,25,101,176,0.3888888888888889,7,3,5,402.4800000000001,7,3,0.5,4,6,135.88,130.59718387388276,2009.3821357898992,2.1626357076480196,135.51762435083415,5.370876372710857
2xnb,6.83,-9.322,-5.908,27,383.62816387732914,33.75014800522946,39.37989555282966,42.15695777172448,7.1191353343564865,506.0343005414693,3,1,2.0337199999999998,0,39,463,1177,0,18,139,360,1,10,29,72,0,1,29,75,0,2,10,26,0.3684210526315789,7,1,2,382.49300000000017,5,1,0.3333333333333333,4,3,75.41,109.92405621391089,1823.3718556589147,1.228665259152216,147.78571789913576,5.067834343224969
2fvd,8.52,-8.511,-5.902,30,289.04263925225564,72.6919883031388,106.91442997992075,1.231733474403334,95.3856129728596,565.2664039825781,5,0,1.4125,0,37,402,1045,0,25,129,276,0,25,94,205,0,4,24,33,1,36,150,285,0.3888888888888889,8,2,4,441.46000000000015,7,2,0.4444444444444444,3,6,127.50999999999999,130.35412203674386,2023.5485596918243,2.3276863951988336,140.88062481369664,5.891282965974601
4k77,6.63,-6.739,-3.898,18,343.53729613653934,34.532621886395695,41.98760351305503,0.0,15.572721762203185,435.6302432981933,2,1,2.0626999999999995,0,26,331,919,0,6,119,270,1,10,30,67,0,0,0,0,1,8,60,120,0.46153846153846156,4,2,2,244.29799999999994,3,2,0.4,3,2,70.67,70.85604953578941,1461.396872197043,1.465051398896474,94.10775249767606,4.657076760080952
4ivb,8.72,-9.79,-6.659,23,348.15553766866947,102.83150462743858,29.948432316950623,0.0,16.18550836066999,497.1209829737287,2,0,3.220780000000002,0,46,428,1151,0,20,148,317,0,6,21,58,0,0,0,0,1,14,59,116,0.47058823529411764,4,2,4,309.3730000000001,4,2,0.6666666666666666,4,2,90.51999999999998,104.86980176542282,1767.9797348633083,1.8312819131697282,129.18582062252236,3.658491711958321
4ivd,9.52,-8.903,-5.931,25,390.360394716448,97.72103108256525,28.70712462421636,0.0,17.081133622916855,533.8696840461464,2,0,4.000980000000003,0,48,484,1245,1,26,153,299,0,6,21,56,0,0,0,0,1,15,59,116,0.5263157894736842,4,2,4,337.4270000000002,4,2,0.6666666666666666,4,4,90.51999999999998,119.36900180494403,1859.7504849239783,1.959128682260739,142.6415306565493,5.657323290557586
4ivc,10.0,-9.805,-6.441,24,376.7401797932774,102.50801329099961,27.898759584209152,0.0,17.091578107397158,524.2385307758833,1,0,3.6108800000000025,0,55,480,1243,1,23,156,324,0,8,19,61,0,0,0,0,0,15,63,118,0.5,4,2,5,323.40000000000015,4,2,0.8333333333333334,4,3,90.51999999999998,122.93189692165869,1890.0900327486086,1.6156473028556209,143.40312450208876,4.928638264030807
4f09,6.7,-8.212,-5.3,19,322.8489670769236,66.5018956979569,0.0,0.0,22.675545669805146,412.0264084446856,2,1,2.14552,0,35,332,922,1,15,140,305,0,0,0,0,0,0,0,0,1,11,63,115,0.42857142857142855,3,2,2,255.32499999999996,3,2,0.4,4,1,58.53,81.81576889001983,1434.0355236341795,1.3418152476245009,112.60776482972847,3.8598641684066184
4gfm,7.22,-7.327,-4.573,18,232.2529877387777,23.884615546622367,62.22614143461535,0.0,134.1896781991934,452.5534229192088,2,1,2.608200000000001,0,29,290,871,0,5,60,139,0,11,50,133,0,0,0,0,0,19,66,193,0.08333333333333333,2,1,1,283.11400000000003,3,1,0.25,2,2,58.53,80.05525147931327,1381.697619691953,0.454560176430326,104.72860721024553,3.958004770350309
