ligand,condition,receptor,seed,pose_rank,vina_score,rmsd,posebusters_pass
8R1B_XI5,A,beta3.2,2,16,-7.039,1.631,
8R1B_XI5,A,beta3.2,2,17,-7.03,1.931,
8R1B_XI5,A,beta3.2,2,18,-6.866,0.632,
8R1B_XI5,A,beta3.2,2,19,-6.768,1.987,
8R1B_XI5,A,beta3.2,2,20,-6.741,2.59,
8R1B_XI5,B,1EZM_apo,1,1,-6.111,2.388,True
8R1B_XI5,B,1EZM_apo,1,2,-5.907,1.411,
8R1B_XI5,B,1EZM_apo,1,3,-5.794,1.542,
8R1B_XI5,B,1EZM_apo,1,4,-5.671,2.593,
8R1B_XI5,B,1EZM_apo,1,5,-5.657,2.563,
8R1B_XI5,B,1EZM_apo,1,6,-5.603,1.455,
8R1B_XI5,B,1EZM_apo,1,7,-5.6,1.046,
8R1B_XI5,B,1EZM_apo,1,8,-5.495,1.315,
8R1B_XI5,B,1EZM_apo,1,9,-5.492,1.001,
8R1B_XI5,B,1EZM_apo,1,10,-5.446,1.118,
8R1B_XI5,B,1EZM_apo,1,11,-5.441,2.616,
8R1B_XI5,B,1EZM_apo,1,12,-5.433,2.509,
8R1B_XI5,B,1EZM_apo,1,13,-5.396,1.697,
8R1B_XI5,B,1EZM_apo,1,14,-5.371,2.501,
8R1B_XI5,B,1EZM_apo,1,15,-5.35,1.841,
8R1B_XI5,B,1EZM_apo,1,16,-5.121,1.125,
8R1B_XI5,B,1EZM_apo,1,17,-5.091,1.475,
8R1B_XI5,B,1EZM_apo,1,18,-5.058,1.923,
8R1B_XI5,B,1EZM_apo,1,19,-5.012,1.149,
8R1B_XI5,B,1EZM_apo,1,20,-4.994,2.655,
8R1B_XI5,B,1EZM_apo,2,1,-6.128,2.37,True
8R1B_XI5,B,1EZM_apo,2,2,-5.903,1.439,
8R1B_XI5,B,1EZM_apo,2,3,-5.836,1.46,
8R1B_XI5,B,1EZM_apo,2,4,-5.712,0.971,
8R1B_XI5,B,1EZM_apo,2,5,-5.688,2.612,
8R1B_XI5,B,1EZM_apo,2,6,-5.682,1.475,
8R1B_XI5,B,1EZM_apo,2,7,-5.57,1.133,
8R1B_XI5,B,1EZM_apo,2,8,-5.431,1.804,
8R1B_XI5,B,1EZM_apo,2,9,-5.414,2.493,
8R1B_XI5,B,1EZM_apo,2,10,-5.365,1.748,
8R1B_XI5,B,1EZM_apo,2,11,-5.313,2.354,
8R1B_XI5,B,1EZM_apo,2,12,-5.3,1.352,
8R1B_XI5,B,1EZM_apo,2,13,-5.282,1.607,
8R1B_XI5,B,1EZM_apo,2,14,-5.28,2.505,
8R1B_XI5,B,1EZM_apo,2,15,-5.204,1.187,
8R1B_XI5,B,1EZM_apo,2,16,-5.192,1.99,
8R1B_XI5,B,1EZM_apo,2,17,-5.142,1.957,
8R1B_XI5,B,1EZM_apo,2,18,-5.141,1.829,
8R1B_XI5,B,1EZM_apo,2,19,-5.084,1.331,
8R1B_XI5,B,1EZM_apo,2,20,-5.056,2.562,
8CC4_U7F,A,beta0.0,1,1,-7.526,1.236,True
8CC4_U7F,A,beta0.0,1,2,-7.514,1.166,
8CC4_U7F,A,beta0.0,1,3,-7.384,1.164,
8CC4_U7F,A,beta0.0,1,4,-7.239,0.573,
8CC4_U7F,A,beta0.0,1,5,-7.034,0.9,
8CC4_U7F,A,beta0.0,1,6,-6.917,1.008,
8CC4_U7F,A,beta0.0,1,7,-6.872,0.858,
8CC4_U7F,A,beta0.0,1,8,-6.842,1.01,
8CC4_U7F,A,beta0.0,1,9,-6.649,0.799,
8CC4_U7F,A,beta0.0,1,10,-6.619,1.125,
8CC4_U7F,A,beta0.0,1,11,-6.413,0.897,
8CC4_U7F,A,beta0.0,1,12,-6.381,0.858,
8CC4_U7F,A,beta0.0,1,13,-6.377,0.926,
8CC4_U7F,A,beta0.0,1,14,-6.315,0.994,
8CC4_U7F,A,beta0.0,1,15,-6.223,0.87,
8CC4_U7F,A,beta0.0,1,16,-6.194,0.847,
8CC4_U7F,A,beta0.0,1,17,-6.134,1.186,
8CC4_U7F,A,beta0.0,1,18,-6.04,0.919,
8CC4_U7F,A,beta0.0,1,19,-6.032,1.192,
8CC4_U7F,A,beta3.2,2,1,-7.496,1.324,True
8CC4_U7F,A,beta3.2,2,2,-7.266,0.915,
8CC4_U7F,A,beta3.2,2,3,-7.068,0.892,
8CC4_U7F,A,beta3.2,2,4,-7.002,0.953,
8CC4_U7F,A,beta3.2,2,5,-6.941,1.228,
8CC4_U7F,A,beta3.2,2,6,-6.882,0.742,
8CC4_U7F,A,beta3.2,2,7,-6.783,0.719,
8CC4_U7F,A,beta3.2,2,8,-6.637,0.73,
8CC4_U7F,A,beta3.2,2,9,-6.614,0.6,
8CC4_U7F,A,beta3.2,2,10,-6.375,0.962,
8CC4_U7F,A,beta3.2,2,11,-6.373,1.005,
8CC4_U7F,A,beta3.2,2,12,-6.258,0.938,
8CC4_U7F,A,beta3.2,2,13,-6.237,1.034,
8CC4_U7F,A,beta3.2,2,14,-6.136,1.173,
8CC4_U7F,A,beta3.2,2,15,-6.12,1.242,
8CC4_U7F,A,beta3.2,2,16,-6.066,1.216,
8CC4_U7F,A,beta3.2,2,17,-5.882,0.963,
8CC4_U7F,A,beta3.2,2,18,-5.874,0.956,
8CC4_U7F,A,beta3.2,2,19,-5.799,0.876,
8CC4_U7F,A,beta3.2,2,20,-5.729,1.067,
8CC4_U7F,B,1EZM_apo,1,1,-5.887,0.933,True
8CC4_U7F,B,1EZM_apo,1,2,-5.803,1.249,
8CC4_U7F,B,1EZM_apo,1,3,-5.753,1.151,
8CC4_U7F,B,1EZM_apo,1,4,-5.644,0.963,
8CC4_U7F,B,1EZM_apo,1,5,-5.523,0.967,
8CC4_U7F,B,1EZM_apo,1,6,-5.363,0.79,
8CC4_U7F,B,1EZM_apo,1,7,-5.298,0.829,
8CC4_U7F,B,1EZM_apo,1,8,-5.245,0.813,
8CC4_U7F,B,1EZM_apo,1,9,-5.23,1.15,
8CC4_U7F,B,1EZM_apo,1,10,-5.203,0.883,
8CC4_U7F,B,1EZM_apo,1,11,-5.188,1.339,
8CC4_U7F,B,1EZM_apo,1,12,-5.148,0.821,
8CC4_U7F,B,1EZM_apo,1,13,-5.148,1.047,
8CC4_U7F,B,1EZM_apo,1,14,-5.122,0.985,
8CC4_U7F,B,1EZM_apo,1,15,-5.118,1.344,
8CC4_U7F,B,1EZM_apo,1,16,-5.093,0.928,
8CC4_U7F,B,1EZM_apo,1,17,-5.049,0.945,
8CC4_U7F,B,1EZM_apo,1,18,-5.02,1.172,
8CC4_U7F,B,1EZM_apo,1,19,-4.95,1.326,
8CC4_U7F,B,1EZM_apo,1,20,-4.902,1.242,
8CC4_U7F,B,1EZM_apo,2,1,-5.835,0.951,True
8CC4_U7F,B,1EZM_apo,2,2,-5.762,0.986,
8CC4_U7F,B,1EZM_apo,2,3,-5.517,0.816,
8CC4_U7F,B,1EZM_apo,2,4,-5.45,1.148,
8CC4_U7F,B,1EZM_apo,2,5,-5.44,0.978,
8CC4_U7F,B,1EZM_apo,2,6,-5.428,1.07,
8CC4_U7F,B,1EZM_apo,2,7,-5.297,0.752,
8CC4_U7F,B,1EZM_apo,2,8,-5.294,0.888,
8CC4_U7F,B,1EZM_apo,2,9,-5.291,1.19,
8CC4_U7F,B,1EZM_apo,2,10,-5.264,1.184,
8CC4_U7F,B,1EZM_apo,2,11,-5.235,1.234,
8CC4_U7F,B,1EZM_apo,2,12,-5.233,1.236,
8CC4_U7F,B,1EZM_apo,2,13,-5.213,1.152,
8CC4_U7F,B,1EZM_apo,2,14,-5.198,1.248,
8CC4_U7F,B,1EZM_apo,2,15,-5.099,1.236,
8CC4_U7F,B,1EZM_apo,2,16,-5.059,1.109,
8CC4_U7F,B,1EZM_apo,2,17,-5.01,1.068,
8CC4_U7F,B,1EZM_apo,2,18,-4.979,0.571,
8CC4_U7F,B,1EZM_apo,2,19,-4.979,0.993,
8CC4_U7F,B,1EZM_apo,2,20,-4.819,0.869,
9FQD_A1IEX,A,beta0.0,1,1,-7.776,1.975,True
9FQD_A1IEX,A,beta0.0,1,2,-7.232,1.718,
9FQD_A1IEX,A,beta0.0,1,3,-7.198,2.221,
9FQD_A1IEX,A,beta0.0,1,4,-7.187,1.782,
9FQD_A1IEX,A,beta0.0,1,5,-7.141,1.666,
9FQD_A1IEX,A,beta0.0,1,6,-7.047,1.701,
9FQD_A1IEX,A,beta0.0,1,7,-6.942,1.613,
9FQD_A1IEX,A,beta0.0,1,8,-6.936,2.507,
9FQD_A1IEX,A,beta0.0,1,9,-6.828,2.365,
9FQD_A1IEX,A,beta0.0,1,10,-6.763,1.335,
9FQD_A1IEX,A,beta0.0,1,11,-6.638,1.904,
9FQD_A1IEX,A,beta0.0,1,12,-6.632,1.908,
9FQD_A1IEX,A,beta0.0,1,13,-6.541,1.208,
9FQD_A1IEX,A,beta0.0,1,14,-6.478,2.715,
9FQD_A1IEX,A,beta0.0,1,15,-6.465,1.515,
9FQD_A1IEX,A,beta0.0,1,16,-6.416,2.764,
9FQD_A1IEX,A,beta0.0,1,17,-6.407,1.404,
9FQD_A1IEX,A,beta0.0,1,18,-6.388,2.633,
9FQD_A1IEX,A,beta0.0,1,19,-6.261,1.145,
9FQD_A1IEX,A,beta0.0,1,20,-6.218,1.891,
9FQD_A1IEX,A,beta3.2,2,1,-7.192,1.728,True
9FQD_A1IEX,A,beta3.2,2,2,-7.036,1.93,
9FQD_A1IEX,A,beta3.2,2,3,-6.985,1.69,
9FQD_A1IEX,A,beta3.2,2,4,-6.936,2.604,
9FQD_A1IEX,A,beta3.2,2,5,-6.928,1.779,
9FQD_A1IEX,A,beta3.2,2,6,-6.886,1.798,
9FQD_A1IEX,A,beta3.2,2,7,-6.826,2.938,
9FQD_A1IEX,A,beta3.2,2,8,-6.734,2.178,
9FQD_A1IEX,A,beta3.2,2,9,-6.65,2.36,
9FQD_A1IEX,A,beta3.2,2,10,-6.427,1.428,
9FQD_A1IEX,A,beta3.2,2,11,-6.337,2.95,
9FQD_A1IEX,A,beta3.2,2,12,-6.318,2.616,
9FQD_A1IEX,A,beta3.2,2,13,-6.244,2.596,
9FQD_A1IEX,A,beta3.2,2,14,-6.238,1.731,
9FQD_A1IEX,A,beta3.2,2,15,-6.22,2.039,
9FQD_A1IEX,A,beta3.2,2,16,-6.092,2.644,
9FQD_A1IEX,A,beta3.2,2,17,-6.0,2.623,
9FQD_A1IEX,A,beta3.2,2,18,-5.92,1.294,
9FQD_A1IEX,A,beta3.2,2,19,-5.92,2.215,
9FQD_A1IEX,A,beta3.2,2,20,-5.8,2.438,
9FQD_A1IEX,B,1EZM_apo,1,1,-5.795,1.984,True
9FQD_A1IEX,B,1EZM_apo,1,2,-5.776,1.92,
9FQD_A1IEX,B,1EZM_apo,1,3,-5.73,2.837,
9FQD_A1IEX,B,1EZM_apo,1,4,-5.529,2.624,
9FQD_A1IEX,B,1EZM_apo,1,5,-5.459,1.639,
9FQD_A1IEX,B,1EZM_apo,1,6,-5.45,1.401,
9FQD_A1IEX,B,1EZM_apo,1,7,-5.413,2.657,
9FQD_A1IEX,B,1EZM_apo,1,8,-5.378,1.497,
9FQD_A1IEX,B,1EZM_apo,1,9,-5.37,1.624,
9FQD_A1IEX,B,1EZM_apo,1,10,-5.319,2.81,
9FQD_A1IEX,B,1EZM_apo,1,11,-5.228,2.182,
9FQD_A1IEX,B,1EZM_apo,1,12,-5.215,2.738,
9FQD_A1IEX,B,1EZM_apo,1,13,-5.193,2.234,
9FQD_A1IEX,B,1EZM_apo,1,14,-5.179,1.889,
9FQD_A1IEX,B,1EZM_apo,1,15,-5.104,2.483,
9FQD_A1IEX,B,1EZM_apo,1,16,-5.093,2.554,
9FQD_A1IEX,B,1EZM_apo,1,17,-5.066,0.983,
9FQD_A1IEX,B,1EZM_apo,1,18,-5.055,1.858,
9FQD_A1IEX,B,1EZM_apo,1,19,-5.028,1.449,
9FQD_A1IEX,B,1EZM_apo,1,20,-4.968,2.273,
9FQD_A1IEX,B,1EZM_apo,2,1,-5.926,1.935,True
9FQD_A1IEX,B,1EZM_apo,2,2,-5.923,2.836,
9FQD_A1IEX,B,1EZM_apo,2,3,-5.921,1.978,
9FQD_A1IEX,B,1EZM_apo,2,4,-5.658,2.654,
9FQD_A1IEX,B,1EZM_apo,2,5,-5.578,1.544,
9FQD_A1IEX,B,1EZM_apo,2,6,-5.533,2.431,
9FQD_A1IEX,B,1EZM_apo,2,7,-5.516,1.861,
9FQD_A1IEX,B,1EZM_apo,2,8,-5.495,2.755,
9FQD_A1IEX,B,1EZM_apo,2,9,-5.437,2.312,
9FQD_A1IEX,B,1EZM_apo,2,10,-5.419,1.77,
9FQD_A1IEX,B,1EZM_apo,2,11,-5.39,1.853,
9FQD_A1IEX,B,1EZM_apo,2,12,-5.383,2.648,
9FQD_A1IEX,B,1EZM_apo,2,13,-5.337,1.267,
9FQD_A1IEX,B,1EZM_apo,2,14,-5.295,1.682,
9FQD_A1IEX,B,1EZM_apo,2,15,-5.179,2.533,
9FQD_A1IEX,B,1EZM_apo,2,16,-5.152,2.445,
9FQD_A1IEX,B,1EZM_apo,2,17,-5.132,2.58,
9FQD_A1IEX,B,1EZM_apo,2,18,-5.125,1.975,
9FQD_A1IEX,B,1EZM_apo,2,19,-5.113,1.352,
9FQD_A1IEX,B,1EZM_apo,2,20,-5.105,2.451,
9FQE_A1IEU,A,beta0.0,1,1,-7.455,2.409,True
9FQE_A1IEU,A,beta0.0,1,2,-7.337,2.678,
9FQE_A1IEU,A,beta0.0,1,3,-7.335,2.72,
9FQE_A1IEU,A,beta0.0,1,4,-7.255,2.348,
9FQE_A1IEU,A,beta0.0,1,5,-7.212,3.234,
9FQE_A1IEU,A,beta0.0,1,6,-7.184,2.029,
9FQE_A1IEU,A,beta0.0,1,7,-7.17,2.558,
9FQE_A1IEU,A,beta0.0,1,8,-7.081,2.002,
9FQE_A1IEU,A,beta0.0,1,9,-6.974,2.852,
9FQE_A1IEU,A,beta0.0,1,10,-6.959,1.753,
9FQE_A1IEU,A,beta0.0,1,11,-6.874,1.946,
9FQE_A1IEU,A,beta0.0,1,12,-6.831,2.258,
9FQE_A1IEU,A,beta0.0,1,13,-6.821,2.633,
9FQE_A1IEU,A,beta0.0,1,14,-6.82,2.407,
9FQE_A1IEU,A,beta0.0,1,15,-6.719,1.488,
9FQE_A1IEU,A,beta0.0,1,16,-6.697,2.546,
9FQE_A1IEU,A,beta0.0,1,17,-6.648,2.881,
9FQE_A1IEU,A,beta0.0,1,18,-6.589,3.011,
9FQE_A1IEU,A,beta0.0,1,19,-6.548,3.235,
9FQE_A1IEU,A,beta0.0,1,20,-6.393,2.607,
9FQE_A1IEU,A,beta3.2,2,1,-7.787,2.977,True
9FQE_A1IEU,A,beta3.2,2,2,-7.568,2.154,
9FQE_A1IEU,A,beta3.2,2,3,-7.367,2.588,
9FQE_A1IEU,A,beta3.2,2,4,-7.321,2.42,
9FQE_A1IEU,A,beta3.2,2,5,-7.225,2.325,
9FQE_A1IEU,A,beta3.2,2,6,-7.213,2.589,
9FQE_A1IEU,A,beta3.2,2,7,-7.114,1.678,
9FQE_A1IEU,A,beta3.2,2,8,-7.11,2.43,
9FQE_A1IEU,A,beta3.2,2,9,-7.099,2.036,
9FQE_A1IEU,A,beta3.2,2,10,-7.02,2.614,
9FQE_A1IEU,A,beta3.2,2,11,-6.997,2.555,
9FQE_A1IEU,A,beta3.2,2,12,-6.968,2.342,
9FQE_A1IEU,A,beta3.2,2,13,-6.943,2.725,
9FQE_A1IEU,A,beta3.2,2,14,-6.841,2.144,
9FQE_A1IEU,A,beta3.2,2,15,-6.822,2.74,
9FQE_A1IEU,A,beta3.2,2,16,-6.779,2.875,
9FQE_A1IEU,A,beta3.2,2,17,-6.746,1.927,
9FQE_A1IEU,A,beta3.2,2,18,-6.705,2.864,
9FQE_A1IEU,A,beta3.2,2,19,-6.705,2.991,
9FQE_A1IEU,A,beta3.2,2,20,-6.545,2.507,
9FQE_A1IEU,B,1EZM_apo,1,1,-6.644,2.506,True
9FQE_A1IEU,B,1EZM_apo,1,2,-6.641,2.931,
9FQE_A1IEU,B,1EZM_apo,1,3,-6.526,3.134,
9FQE_A1IEU,B,1EZM_apo,1,4,-6.518,2.739,
9FQE_A1IEU,B,1EZM_apo,1,5,-6.509,2.642,
9FQE_A1IEU,B,1EZM_apo,1,6,-6.221,2.917,
9FQE_A1IEU,B,1EZM_apo,1,7,-6.115,1.816,
9FQE_A1IEU,B,1EZM_apo,1,8,-6.075,3.116,
9FQE_A1IEU,B,1EZM_apo,1,9,-6.062,3.331,
9FQE_A1IEU,B,1EZM_apo,1,10,-6.041,2.335,
9FQE_A1IEU,B,1EZM_apo,1,11,-5.905,2.492,
9FQE_A1IEU,B,1EZM_apo,1,12,-5.878,2.316,
9FQE_A1IEU,B,1EZM_apo,1,13,-5.833,2.846,
9FQE_A1IEU,B,1EZM_apo,1,14,-5.833,3.024,
9FQE_A1IEU,B,1EZM_apo,1,15,-5.785,2.846,
9FQE_A1IEU,B,1EZM_apo,1,16,-5.759,2.143,
9FQE_A1IEU,B,1EZM_apo,1,17,-5.752,2.873,
9FQE_A1IEU,B,1EZM_apo,1,18,-5.743,1.975,
9FQE_A1IEU,B,1EZM_apo,1,19,-5.732,3.402,
9FQE_A1IEU,B,1EZM_apo,1,20,-5.708,2.616,
9FQE_A1IEU,B,1EZM_apo,2,1,-6.653,2.52,True
9FQE_A1IEU,B,1EZM_apo,2,2,-6.622,2.924,
9FQE_A1IEU,B,1EZM_apo,2,3,-6.48,2.65,
9FQE_A1IEU,B,1EZM_apo,2,4,-6.164,2.131,
9FQE_A1IEU,B,1EZM_apo,2,5,-6.123,2.545,
9FQE_A1IEU,B,1EZM_apo,2,6,-6.109,3.056,
9FQE_A1IEU,B,1EZM_apo,2,7,-6.091,3.152,
9FQE_A1IEU,B,1EZM_apo,2,8,-6.035,2.61,
9FQE_A1IEU,B,1EZM_apo,2,9,-6.029,3.232,
9FQE_A1IEU,B,1EZM_apo,2,10,-5.997,3.366,
9FQE_A1IEU,B,1EZM_apo,2,11,-5.973,3.348,
9FQE_A1IEU,B,1EZM_apo,2,12,-5.941,2.011,
9FQE_A1IEU,B,1EZM_apo,2,13,-5.85,1.625,
9FQE_A1IEU,B,1EZM_apo,2,14,-5.81,2.736,
9FQE_A1IEU,B,1EZM_apo,2,15,-5.775,2.582,
9FQE_A1IEU,B,1EZM_apo,2,16,-5.739,2.187,
9FQE_A1IEU,B,1EZM_apo,2,17,-5.736,2.633,
9FQE_A1IEU,B,1EZM_apo,2,18,-5.72,2.808,
9FQE_A1IEU,B,1EZM_apo,2,19,-5.661,2.579,
9FQE_A1IEU,B,1EZM_apo,2,20,-5.546,2.541,
9FQX_A1IJJ,A,beta0.0,1,1,-7.589,1.744,True
9FQX_A1IJJ,A,beta0.0,1,2,-7.585,3.032,
9FQX_A1IJJ,A,beta0.0,1,3,-7.581,2.271,
9FQX_A1IJJ,A,beta0.0,1,4,-7.548,2.38,
9FQX_A1IJJ,A,beta0.0,1,5,-7.515,2.498,
9FQX_A1IJJ,A,beta0.0,1,6,-7.436,1.755,
9FQX_A1IJJ,A,beta0.0,1,7,-7.427,3.026,
9FQX_A1IJJ,A,beta0.0,1,8,-7.385,3.078,
9FQX_A1IJJ,A,beta0.0,1,9,-7.334,2.648,
9FQX_A1IJJ,A,beta0.0,1,10,-7.301,2.275,
9FQX_A1IJJ,A,beta0.0,1,11,-7.253,3.141,
9FQX_A1IJJ,A,beta0.0,1,12,-7.199,2.277,
9FQX_A1IJJ,A,beta0.0,1,13,-7.037,2.481,
9FQX_A1IJJ,A,beta0.0,1,14,-6.962,1.858,
9FQX_A1IJJ,A,beta0.0,1,15,-6.904,1.917,
9FQX_A1IJJ,A,beta0.0,1,16,-6.793,2.922,
9FQX_A1IJJ,A,beta0.0,1,17,-6.712,0.684,
9FQX_A1IJJ,A,beta0.0,1,18,-6.692,2.95,
9FQX_A1IJJ,A,beta0.0,1,19,-6.472,2.045,
9FQX_A1IJJ,A,beta0.0,1,20,-6.39,1.61,
9FQX_A1IJJ,A,beta3.2,2,1,-8.464,2.611,True
9FQX_A1IJJ,A,beta3.2,2,2,-8.076,2.186,
9FQX_A1IJJ,A,beta3.2,2,3,-7.966,2.774,
9FQX_A1IJJ,A,beta3.2,2,4,-7.938,3.081,
9FQX_A1IJJ,A,beta3.2,2,5,-7.925,1.621,
9FQX_A1IJJ,A,beta3.2,2,6,-7.901,3.173,
9FQX_A1IJJ,A,beta3.2,2,7,-7.735,2.535,
9FQX_A1IJJ,A,beta3.2,2,8,-7.729,1.502,
9FQX_A1IJJ,A,beta3.2,2,9,-7.639,1.81,
9FQX_A1IJJ,A,beta3.2,2,10,-7.51,3.125,
9FQX_A1IJJ,A,beta3.2,2,11,-7.39,2.686,
9FQX_A1IJJ,A,beta3.2,2,12,-7.322,2.676,
9FQX_A1IJJ,A,beta3.2,2,13,-7.139,2.901,
9FQX_A1IJJ,A,beta3.2,2,14,-7.029,2.042,
9FQX_A1IJJ,A,beta3.2,2,15,-6.987,1.837,
9FQX_A1IJJ,A,beta3.2,2,16,-6.979,2.22,
9FQX_A1IJJ,A,beta3.2,2,17,-6.931,1.218,
9FQX_A1IJJ,A,beta3.2,2,18,-6.903,1.865,
9FQX_A1IJJ,A,beta3.2,2,19,-6.814,2.617,
9FQX_A1IJJ,A,beta3.2,2,20,-6.8,1.487,
9FQX_A1IJJ,B,1EZM_apo,1,1,-6.331,1.804,True
9FQX_A1IJJ,B,1EZM_apo,1,2,-6.273,1.561,
9FQX_A1IJJ,B,1EZM_apo,1,3,-6.199,1.561,
9FQX_A1IJJ,B,1EZM_apo,1,4,-6.107,1.221,
9FQX_A1IJJ,B,1EZM_apo,1,5,-6.037,1.73,
9FQX_A1IJJ,B,1EZM_apo,1,6,-5.944,2.189,
9FQX_A1IJJ,B,1EZM_apo,1,7,-5.848,2.246,
9FQX_A1IJJ,B,1EZM_apo,1,8,-5.836,1.325,
9FQX_A1IJJ,B,1EZM_apo,1,9,-5.833,3.179,
9FQX_A1IJJ,B,1EZM_apo,1,10,-5.808,1.941,
9FQX_A1IJJ,B,1EZM_apo,1,11,-5.756,1.834,
9FQX_A1IJJ,B,1EZM_apo,1,12,-5.689,1.924,
9FQX_A1IJJ,B,1EZM_apo,1,13,-5.601,2.413,
9FQX_A1IJJ,B,1EZM_apo,1,14,-5.546,1.381,
9FQX_A1IJJ,B,1EZM_apo,1,15,-5.49,1.895,
9FQX_A1IJJ,B,1EZM_apo,1,16,-5.466,1.493,
9FQX_A1IJJ,B,1EZM_apo,1,17,-5.461,2.645,
9FQX_A1IJJ,B,1EZM_apo,1,18,-5.421,2.069,
9FQX_A1IJJ,B,1EZM_apo,1,19,-5.41,2.916,
9FQX_A1IJJ,B,1EZM_apo,1,20,-5.338,1.576,
9FQX_A1IJJ,B,1EZM_apo,2,1,-6.353,1.792,True
9FQX_A1IJJ,B,1EZM_apo,2,2,-6.289,1.763,
9FQX_A1IJJ,B,1EZM_apo,2,3,-6.271,1.584,
9FQX_A1IJJ,B,1EZM_apo,2,4,-6.184,1.947,
9FQX_A1IJJ,B,1EZM_apo,2,5,-6.063,1.661,
9FQX_A1IJJ,B,1EZM_apo,2,6,-6.043,2.676,
9FQX_A1IJJ,B,1EZM_apo,2,7,-5.965,3.144,
9FQX_A1IJJ,B,1EZM_apo,2,8,-5.939,1.757,
9FQX_A1IJJ,B,1EZM_apo,2,9,-5.92,2.767,
9FQX_A1IJJ,B,1EZM_apo,2,10,-5.875,1.677,
9FQX_A1IJJ,B,1EZM_apo,2,11,-5.819,2.04,
9FQX_A1IJJ,B,1EZM_apo,2,12,-5.787,2.279,
9FQX_A1IJJ,B,1EZM_apo,2,13,-5.767,2.531,
9FQX_A1IJJ,B,1EZM_apo,2,14,-5.737,2.04,
9FQX_A1IJJ,B,1EZM_apo,2,15,-5.714,1.876,
9FQX_A1IJJ,B,1EZM_apo,2,16,-5.708,2.212,
9FQX_A1IJJ,B,1EZM_apo,2,17,-5.698,3.17,
9FQX_A1IJJ,B,1EZM_apo,2,18,-5.634,1.554,
9FQX_A1IJJ,B,1EZM_apo,2,19,-5.615,2.163,
9FQX_A1IJJ,B,1EZM_apo,2,20,-5.597,1.955,
9FQY_A1IFN,A,beta0.0,1,1,-7.789,1.664,True
9FQY_A1IFN,A,beta0.0,1,2,-7.732,1.241,
9FQY_A1IFN,A,beta0.0,1,3,-7.582,2.459,
9FQY_A1IFN,A,beta0.0,1,4,-7.23,2.42,
9FQY_A1IFN,A,beta0.0,1,5,-7.185,1.929,
9FQY_A1IFN,A,beta0.0,1,6,-7.175,1.626,
9FQY_A1IFN,A,beta0.0,1,7,-7.162,1.657,
9FQY_A1IFN,A,beta0.0,1,8,-6.878,2.045,
9FQY_A1IFN,A,beta0.0,1,9,-6.83,2.453,
9FQY_A1IFN,A,beta0.0,1,10,-6.762,1.919,
9FQY_A1IFN,A,beta0.0,1,11,-6.762,2.056,
9FQY_A1IFN,A,beta0.0,1,12,-6.752,1.202,
9FQY_A1IFN,A,beta0.0,1,13,-6.69,1.52,
9FQY_A1IFN,A,beta0.0,1,14,-6.647,1.923,
9FQY_A1IFN,A,beta0.0,1,15,-6.571,2.155,
9FQY_A1IFN,A,beta0.0,1,16,-6.512,1.466,
9FQY_A1IFN,A,beta0.0,1,17,-6.307,1.525,
9FQY_A1IFN,A,beta0.0,1,18,-6.254,1.167,
9FQY_A1IFN,A,beta0.0,1,19,-6.103,2.187,
9FQY_A1IFN,A,beta0.0,1,20,-6.001,2.675,
9FQY_A1IFN,A,beta3.2,2,1,-8.252,2.048,True
9FQY_A1IFN,A,beta3.2,2,2,-8.004,2.033,
9FQY_A1IFN,A,beta3.2,2,3,-7.749,2.456,
9FQY_A1IFN,A,beta3.2,2,4,-7.564,1.994,
9FQY_A1IFN,A,beta3.2,2,5,-7.51,1.663,
9FQY_A1IFN,A,beta3.2,2,6,-7.499,1.651,
9FQY_A1IFN,A,beta3.2,2,7,-7.407,1.357,
9FQY_A1IFN,A,beta3.2,2,8,-7.17,1.803,
9FQY_A1IFN,A,beta3.2,2,9,-7.092,1.498,
9FQY_A1IFN,A,beta3.2,2,10,-7.052,1.118,
9FQY_A1IFN,A,beta3.2,2,11,-7.046,2.258,
9FQY_A1IFN,A,beta3.2,2,12,-7.042,2.488,
9FQY_A1IFN,A,beta3.2,2,13,-7.002,1.426,
9FQY_A1IFN,A,beta3.2,2,14,-6.996,2.202,
9FQY_A1IFN,A,beta3.2,2,15,-6.91,1.877,
9FQY_A1IFN,A,beta3.2,2,16,-6.906,1.165,
9FQY_A1IFN,A,beta3.2,2,17,-6.9,2.716,
9FQY_A1IFN,A,beta3.2,2,18,-6.841,1.254,
9FQY_A1IFN,A,beta3.2,2,19,-6.824,1.974,
9FQY_A1IFN,A,beta3.2,2,20,-6.765,1.643,
9FQY_A1IFN,B,1EZM_apo,1,1,-6.112,2.441,True
9FQY_A1IFN,B,1EZM_apo,1,2,-6.012,2.099,
9FQY_A1IFN,B,1EZM_apo,1,3,-5.908,1.586,
9FQY_A1IFN,B,1EZM_apo,1,4,-5.745,2.772,
9FQY_A1IFN,B,1EZM_apo,1,5,-5.697,2.39,
9FQY_A1IFN,B,1EZM_apo,1,6,-5.637,2.295,
9FQY_A1IFN,B,1EZM_apo,1,7,-5.585,2.223,
9FQY_A1IFN,B,1EZM_apo,1,8,-5.535,2.759,
9FQY_A1IFN,B,1EZM_apo,1,9,-5.469,2.544,
9FQY_A1IFN,B,1EZM_apo,1,10,-5.467,2.413,
