mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,label,job,error
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0011_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0011_seed789,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0012_seed123,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0012_seed1337,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0012_seed2024,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0012_seed42,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0012_seed456,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0012_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0013_seed123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0013_seed1337,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0013_seed2024,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0013_seed42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0013_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0013_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0014_seed123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0014_seed1337,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0014_seed2024,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0014_seed42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0014_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0014_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0015_seed123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0015_seed1337,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0015_seed2024,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0015_seed42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0015_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0015_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0016_seed123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0016_seed1337,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0016_seed2024,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0016_seed42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0016_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0016_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0017_seed123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0017_seed1337,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0017_seed2024,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0017_seed42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0017_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0017_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0018_seed123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0018_seed1337,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0018_seed2024,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0018_seed42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0018_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0018_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0019_seed123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0019_seed1337,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0019_seed2024,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0019_seed42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0019_seed456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_a,ctrl_a_c0019_seed789,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0000_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0000_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0000_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0000_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0000_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0000_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0001_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0001_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0001_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0001_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0001_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0001_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0002_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0002_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0002_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0002_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0002_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0002_crystal,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0003_betabeta0.0,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0003_betabeta0.8,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0003_betabeta1.6,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0003_betabeta2.4,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0003_betabeta3.2,
True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0003_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0004_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0004_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0004_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0004_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0004_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0004_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0005_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0005_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0005_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0005_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0005_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0005_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0006_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0006_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0006_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0006_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0006_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0006_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0007_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0007_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0007_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0007_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0007_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0007_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0008_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0008_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0008_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0008_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0008_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0008_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0009_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0009_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0009_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0009_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0009_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0009_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0010_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0010_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0010_betabeta1.6,
True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0010_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0010_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0010_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0011_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0011_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0011_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0011_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0011_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0011_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0012_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0012_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0012_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0012_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0012_betabeta3.2,
True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0012_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0013_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0013_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0013_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0013_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0013_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0013_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0014_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0014_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0014_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0014_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0014_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0014_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0015_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0015_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0015_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0015_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0015_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0015_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0016_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0016_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0016_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0016_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0016_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0016_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0017_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0017_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0017_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0017_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0017_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0017_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0018_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0018_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0018_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0018_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0018_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0018_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0019_betabeta0.0,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0019_betabeta0.8,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0019_betabeta1.6,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0019_betabeta2.4,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0019_betabeta3.2,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,control_b,ctrlb_d0019_crystal,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_11_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_11_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_11_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_11_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_11_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_11_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_12_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_12_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_12_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_12_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_12_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_12_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_13_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_13_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_13_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_13_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_13_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_13_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_15_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_15_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_15_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_15_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_15_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_15_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_16_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_16_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_16_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_16_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_16_3DBK_holo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_16_3DBK_holo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_17_1EZM_apo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_17_1EZM_apo_s42,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_17_1EZM_apo_s456,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_17_3DBK_holo_s123,
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,phase6_actives,p6_Engel_17_3DBK_holo_s42,
